transaction_id,customer_id,merchant_id,amount,is_fraudulent,card_type,location,purchase_category,customer_age
837,1048,2021,8474.35,1,MasterCard,City-13,Gas Station,64
838,1022,2094,4091.26,1,Discover,City-8,Travel,24
839,1078,2038,4446.89,1,MasterCard,City-3,Restaurant,44
840,1078,2091,1512.35,1,American Express,City-39,Retail,60
841,1096,2057,8882.3,1,Visa,City-5,Online Shopping,44
842,1092,2098,8507.36,1,American Express,City-22,Travel,40
843,1015,2065,7509.43,1,American Express,City-44,Travel,52
844,1100,2064,240.04,1,MasterCard,City-27,Groceries,70
845,1021,2094,7652.91,1,American Express,City-35,Groceries,61
846,1040,2013,2059.24,0,Discover,City-16,Retail,24
847,1014,2020,6736.38,1,MasterCard,City-42,Gas Station,32
848,1075,2083,4372.14,0,Discover,City-2,Retail,45
849,1004,2047,8752.72,0,MasterCard,City-40,Retail,69
850,1040,2043,3429.46,1,Discover,City-48,Online Shopping,44
851,1074,2018,216.95,1,Discover,City-24,Retail,62
852,1087,2016,5080.52,0,MasterCard,City-16,Travel,28
853,1049,2026,3885.13,0,MasterCard,City-47,Online Shopping,28
854,1051,2057,4427.47,1,MasterCard,City-5,Online Shopping,66
855,1092,2054,2062.64,0,American Express,City-48,Gas Station,27
856,1026,2099,1453.71,0,Discover,City-12,Online Shopping,20
857,1010,2099,782.8,1,MasterCard,City-11,Groceries,52
858,1076,2001,8371.03,0,Discover,City-24,Online Shopping,42
859,1089,2032,6835.95,1,MasterCard,City-11,Groceries,22
860,1081,2061,1692.13,1,American Express,City-48,Retail,61
861,1032,2044,4046.02,0,Discover,City-50,Travel,19
862,1014,2037,2187.1,1,MasterCard,City-26,Gas Station,26
863,1090,2065,3539.12,0,Discover,City-18,Restaurant,24
864,1099,2022,2748.68,0,Visa,City-38,Gas Station,33
865,1039,2011,7152.19,0,American Express,City-29,Gas Station,19
866,1088,2035,8985.54,0,Discover,City-19,Groceries,63
867,1077,2048,3800.65,0,MasterCard,City-29,Restaurant,62
868,1016,2092,8778.53,1,MasterCard,City-36,Gas Station,41
869,1073,2097,9606.94,0,MasterCard,City-30,Restaurant,19
870,1006,2054,6868.06,0,American Express,City-4,Travel,54
871,1045,2047,5637.46,1,American Express,City-28,Travel,42
872,1069,2081,6458.32,0,Discover,City-29,Travel,33
873,1055,2086,656.3,1,Discover,City-42,Retail,56
874,1085,2032,7133.57,1,Discover,City-41,Restaurant,54
875,1048,2020,228.57,1,Visa,City-43,Online Shopping,34
876,1009,2097,5720.85,0,Visa,City-25,Retail,49
877,1065,2097,3601.61,1,American Express,City-19,Restaurant,53
878,1083,2068,214.74,0,Visa,City-19,Travel,30
879,1044,2054,4368.56,0,American Express,City-11,Online Shopping,36
880,1002,2030,4458.82,1,Discover,City-33,Retail,51
881,1054,2018,4247.14,1,Visa,City-27,Groceries,53
882,1063,2055,4379.25,0,Visa,City-41,Online Shopping,22
883,1014,2053,3488.82,0,Discover,City-15,Restaurant,62
884,1056,2053,2698.53,1,Discover,City-3,Online Shopping,35
885,1047,2059,9116.87,0,MasterCard,City-30,Restaurant,43
886,1082,2067,2605.99,0,Discover,City-43,Online Shopping,18
887,1059,2088,1589.4,0,Discover,City-48,Travel,66
888,1091,2047,2199.18,0,MasterCard,City-2,Restaurant,61
889,1020,2004,5859.09,1,American Express,City-30,Retail,66
890,1056,2057,5176.53,0,American Express,City-34,Travel,53
891,1023,2019,5314.06,1,American Express,City-6,Online Shopping,27
892,1094,2099,1965.17,0,Visa,City-48,Restaurant,34
893,1067,2002,372.57,0,MasterCard,City-3,Online Shopping,62
894,1084,2092,3820.63,0,American Express,City-47,Online Shopping,46
895,1035,2067,489.31,0,Visa,City-5,Online Shopping,37
896,1079,2009,2293.52,1,Discover,City-47,Online Shopping,18
897,1069,2011,7073.97,1,American Express,City-3,Retail,65
898,1100,2044,1595.95,0,Discover,City-7,Restaurant,47
899,1062,2041,6158.35,1,Visa,City-9,Online Shopping,54
900,1060,2052,5532.71,1,MasterCard,City-19,Retail,62
901,1056,2099,2511.41,1,American Express,City-19,Retail,37
902,1094,2022,5257.29,1,American Express,City-34,Retail,31
903,1076,2056,2558.9,0,Visa,City-50,Groceries,37
904,1035,2008,1498.8,0,MasterCard,City-1,Retail,37
905,1042,2051,1424.92,1,MasterCard,City-24,Online Shopping,36
906,1032,2098,4364.58,1,Visa,City-26,Retail,69
907,1012,2005,8711.38,0,MasterCard,City-39,Retail,25
908,1036,2085,1868.34,1,Visa,City-41,Gas Station,60
909,1058,2083,4100.55,1,Visa,City-20,Travel,47
910,1032,2020,1674.62,0,Discover,City-9,Travel,70
911,1097,2074,677.12,0,MasterCard,City-7,Retail,41
912,1060,2008,8719.38,0,American Express,City-8,Travel,42
913,1073,2081,6213.24,1,Discover,City-48,Restaurant,45
914,1079,2092,5730.36,1,Discover,City-33,Travel,42
915,1086,2085,7833.18,1,Visa,City-31,Gas Station,23
916,1049,2067,8719.56,0,MasterCard,City-20,Gas Station,56
917,1044,2038,8669.4,1,MasterCard,City-46,Groceries,43
918,1004,2054,7413.54,1,Discover,City-38,Restaurant,29
919,1064,2052,2889.55,0,Discover,City-42,Gas Station,23
920,1042,2088,4707.78,1,MasterCard,City-2,Online Shopping,32
921,1024,2090,4238.41,1,Visa,City-2,Online Shopping,28
922,1063,2071,1687.58,1,Visa,City-18,Travel,33
923,1028,2039,181.65,0,MasterCard,City-17,Gas Station,55
924,1046,2093,9613.81,0,MasterCard,City-38,Groceries,29
925,1034,2096,6030.32,0,Visa,City-5,Online Shopping,57
926,1044,2041,779.7,0,Visa,City-4,Groceries,41
927,1036,2045,7730.63,0,Discover,City-43,Restaurant,18
928,1077,2002,2697.75,1,MasterCard,City-50,Travel,25
929,1090,2036,7833.6,0,Visa,City-47,Restaurant,61
930,1036,2068,5344.19,1,American Express,City-4,Groceries,55
931,1072,2079,7792.8,1,MasterCard,City-29,Restaurant,48
932,1002,2019,5538.85,1,Visa,City-11,Online Shopping,69
933,1067,2090,3695.62,0,Visa,City-45,Online Shopping,42
934,1025,2052,1797.45,0,MasterCard,City-13,Retail,23
935,1011,2058,5341.24,1,MasterCard,City-45,Restaurant,20
936,1031,2083,1876.2,1,Visa,City-5,Retail,66
937,1093,2027,7871.21,1,American Express,City-47,Travel,30
938,1053,2070,3261.52,1,MasterCard,City-19,Travel,26
939,1063,2080,1726.23,0,MasterCard,City-37,Groceries,69
940,1072,2080,2730.65,1,Visa,City-12,Groceries,24
941,1098,2084,8134.92,0,MasterCard,City-2,Restaurant,43
942,1031,2057,5014.12,1,MasterCard,City-19,Gas Station,39
943,1089,2090,8949.43,0,Discover,City-37,Travel,69
944,1061,2045,3944.12,0,MasterCard,City-39,Gas Station,50
945,1083,2084,1678.34,0,Visa,City-14,Travel,63
946,1092,2052,4695.98,0,American Express,City-2,Restaurant,18
947,1063,2100,8466.91,0,Visa,City-46,Gas Station,53
948,1058,2026,2426.84,1,MasterCard,City-27,Retail,47
949,1003,2039,6093.6,0,Visa,City-19,Gas Station,27
950,1012,2011,3678.24,0,MasterCard,City-4,Online Shopping,42
951,1038,2005,7833.74,1,Discover,City-17,Retail,60
952,1029,2069,4629.43,1,Visa,City-6,Gas Station,48
953,1052,2043,4554.89,0,MasterCard,City-9,Online Shopping,61
954,1089,2050,7104.99,1,MasterCard,City-5,Travel,20
955,1032,2093,7137.16,0,Visa,City-4,Travel,62
956,1040,2093,1629.25,0,Discover,City-30,Travel,39
957,1085,2095,6064.05,1,Discover,City-3,Travel,60
958,1075,2017,432.31,1,MasterCard,City-43,Gas Station,22
959,1048,2067,9828.73,0,Visa,City-18,Travel,64
960,1061,2070,1367.68,0,Visa,City-44,Groceries,25
961,1071,2037,2879.15,1,MasterCard,City-14,Retail,57
962,1068,2028,5293.64,0,American Express,City-5,Restaurant,32
963,1045,2012,4904.67,1,Visa,City-2,Groceries,51
964,1055,2066,7545.04,0,MasterCard,City-23,Restaurant,52
965,1096,2071,5507.65,0,Visa,City-24,Groceries,31
966,1071,2040,7265.09,0,Discover,City-1,Groceries,61
967,1043,2067,8889.04,0,Discover,City-14,Gas Station,21
968,1046,2044,4671.54,1,American Express,City-6,Gas Station,56
969,1090,2097,6477.06,1,Discover,City-24,Travel,19
970,1059,2082,5201.36,0,Visa,City-47,Online Shopping,35
971,1035,2021,7865.98,1,Visa,City-34,Gas Station,39
972,1040,2003,5778.94,0,Visa,City-33,Restaurant,58
973,1033,2004,8377.9,0,Visa,City-30,Groceries,50
974,1030,2070,4057.93,0,Visa,City-36,Groceries,23
975,1016,2076,2521.78,0,Discover,City-21,Retail,43
976,1093,2034,9369.33,0,Discover,City-3,Travel,60
977,1025,2031,1677.29,0,American Express,City-25,Travel,48
978,1041,2100,8580.69,0,MasterCard,City-27,Retail,29
979,1016,2039,1271.14,0,MasterCard,City-1,Retail,56
980,1096,2093,373.8,0,American Express,City-50,Travel,23
981,1069,2055,743.44,1,American Express,City-28,Groceries,56
982,1098,2065,9947.2,0,MasterCard,City-29,Groceries,33
983,1089,2015,8421.04,0,American Express,City-23,Gas Station,18
984,1024,2094,1164.21,1,MasterCard,City-42,Gas Station,35
985,1025,2008,9042.61,0,Discover,City-8,Gas Station,26
986,1028,2048,3831.9,0,Visa,City-18,Groceries,67
987,1095,2034,3002.18,0,American Express,City-8,Retail,20
988,1062,2081,248.52,1,Visa,City-17,Gas Station,23
989,1036,2065,4877.34,1,American Express,City-34,Retail,53
990,1093,2046,7505.61,0,American Express,City-15,Restaurant,41
991,1076,2016,2163.55,1,Discover,City-23,Retail,55
992,1098,2007,7752.97,0,American Express,City-5,Retail,21
993,1068,2097,7505.97,0,Discover,City-22,Groceries,67
994,1077,2084,4504.9,0,Visa,City-26,Online Shopping,40
995,1037,2016,5908.39,0,Visa,City-2,Online Shopping,28
996,1013,2058,7589.97,1,Discover,City-37,Restaurant,48
997,1025,2039,1407.05,0,Visa,City-23,Gas Station,32
998,1038,2074,7939.67,1,Discover,City-8,Restaurant,25
999,1030,2095,3969.64,1,Visa,City-18,Travel,23
1000,1047,2001,1431.73,1,MasterCard,City-47,Travel,66
1001,1023,2059,9006.03,0,Discover,City-9,Gas Station,53
1002,1039,2044,9037.6,0,MasterCard,City-30,Travel,46
1003,1002,2031,2536.67,1,MasterCard,City-31,Retail,43
1004,1091,2096,3998.4,1,Visa,City-4,Retail,40
1005,1069,2075,7131.77,0,American Express,City-44,Restaurant,44
1006,1017,2073,3721.96,0,Visa,City-10,Retail,49
1007,1036,2092,2054.88,0,Visa,City-5,Restaurant,29
1008,1006,2081,1312.84,0,MasterCard,City-22,Online Shopping,29
1009,1007,2086,9596.59,0,Visa,City-50,Restaurant,35
1010,1071,2069,2461.21,1,MasterCard,City-15,Travel,24
1011,1038,2077,1463.92,0,American Express,City-35,Retail,28
1012,1090,2030,6403.83,1,Visa,City-25,Groceries,50
1013,1017,2045,1021.84,1,MasterCard,City-8,Restaurant,42
1014,1082,2039,3746.62,1,MasterCard,City-7,Online Shopping,39
1015,1097,2037,3512.05,1,MasterCard,City-22,Gas Station,64
1016,1063,2086,9094.83,1,Visa,City-8,Online Shopping,19
1017,1014,2092,8871.59,0,Discover,City-8,Retail,62
1018,1002,2074,8722.41,1,Visa,City-6,Travel,33
1019,1074,2087,790.45,0,Visa,City-46,Travel,51
1020,1037,2018,2946.57,0,American Express,City-28,Gas Station,37
1021,1061,2092,8212.73,0,MasterCard,City-12,Retail,25
1022,1062,2049,5520.55,0,MasterCard,City-47,Gas Station,21
1023,1057,2067,414.84,1,American Express,City-31,Restaurant,24
1024,1044,2095,9813.76,0,Visa,City-7,Gas Station,61
1025,1024,2032,8473.27,0,MasterCard,City-17,Retail,54
1026,1007,2014,686.88,0,MasterCard,City-14,Groceries,40
1027,1033,2042,3321.21,1,American Express,City-49,Travel,69
1028,1062,2067,3110.31,1,MasterCard,City-24,Online Shopping,55
1029,1015,2075,5072.11,0,Discover,City-40,Travel,56
1030,1009,2025,120.45,1,Discover,City-13,Gas Station,58
1031,1052,2100,1022.01,1,MasterCard,City-17,Gas Station,63
1032,1063,2047,7445.93,0,American Express,City-8,Retail,29
1033,1010,2059,5620.29,0,MasterCard,City-3,Restaurant,28
1034,1074,2013,608.27,0,Visa,City-26,Online Shopping,29
1035,1081,2019,5099.97,1,MasterCard,City-7,Groceries,34
1036,1088,2092,6310.44,0,Visa,City-42,Online Shopping,55
1037,1007,2055,3718.95,1,MasterCard,City-27,Gas Station,29
1038,1020,2053,4489.1,0,Visa,City-21,Retail,62
1039,1020,2011,3347.07,1,Visa,City-1,Gas Station,35
1040,1073,2012,6133.13,1,Discover,City-41,Gas Station,34
1041,1039,2008,3475.79,1,Discover,City-17,Retail,68
1042,1011,2055,3272.18,0,American Express,City-45,Gas Station,34
1043,1032,2017,3686.0,0,American Express,City-32,Groceries,19
1044,1016,2061,8014.23,1,MasterCard,City-12,Gas Station,63
1045,1072,2028,5860.36,1,MasterCard,City-21,Online Shopping,65
1046,1098,2058,8836.5,1,MasterCard,City-23,Restaurant,43
1047,1054,2010,7587.34,1,Discover,City-14,Gas Station,45
1048,1078,2048,4339.75,0,Discover,City-8,Gas Station,23
1049,1077,2087,5144.58,1,Visa,City-45,Groceries,40
1050,1080,2068,6666.54,1,Visa,City-3,Online Shopping,54
1051,1029,2052,5484.42,1,Visa,City-32,Groceries,58
1052,1100,2076,7491.88,0,Discover,City-13,Online Shopping,29
1053,1067,2072,5064.42,0,Discover,City-32,Gas Station,62
1054,1049,2067,9986.46,1,Visa,City-5,Online Shopping,26
1055,1058,2100,1541.77,0,Visa,City-12,Retail,26
1056,1057,2051,8248.88,1,Discover,City-10,Online Shopping,21
1057,1039,2034,3308.22,1,Discover,City-1,Travel,55
1058,1076,2075,7145.57,0,Discover,City-29,Groceries,49
1059,1055,2064,7317.18,0,MasterCard,City-10,Online Shopping,70
1060,1040,2082,6355.69,1,Visa,City-21,Online Shopping,42
1061,1073,2055,1448.08,0,MasterCard,City-47,Travel,62
1062,1080,2057,7623.47,1,American Express,City-3,Online Shopping,61
1063,1008,2089,1971.38,1,Visa,City-35,Retail,35
1064,1079,2063,6172.57,0,American Express,City-42,Online Shopping,70
1065,1095,2094,2764.84,0,MasterCard,City-20,Travel,52
1066,1013,2054,2210.17,0,Discover,City-21,Online Shopping,42
1067,1098,2021,449.69,1,American Express,City-47,Restaurant,22
1068,1027,2019,131.03,1,MasterCard,City-48,Groceries,53
1069,1081,2065,1338.09,1,Discover,City-12,Gas Station,30
1070,1028,2017,4189.58,1,Discover,City-20,Online Shopping,65
1071,1034,2063,1944.71,0,MasterCard,City-2,Travel,53
1072,1085,2092,7996.72,0,Visa,City-36,Travel,28
1073,1011,2059,8832.83,1,MasterCard,City-34,Gas Station,40
1074,1021,2017,4274.85,1,MasterCard,City-28,Travel,69
1075,1031,2091,5686.19,0,Visa,City-47,Restaurant,39
1076,1023,2066,9904.36,1,American Express,City-3,Travel,62
1077,1071,2068,2114.05,1,Visa,City-48,Groceries,55
1078,1010,2016,9910.35,0,Discover,City-40,Travel,25
1079,1021,2089,1642.28,0,American Express,City-28,Online Shopping,36
1080,1001,2028,384.24,0,MasterCard,City-44,Gas Station,32
1081,1053,2059,7275.11,1,Visa,City-38,Retail,29
1082,1058,2061,7872.25,1,American Express,City-9,Restaurant,69
1083,1089,2005,2198.75,0,Visa,City-21,Restaurant,22
1084,1077,2096,9152.19,1,American Express,City-50,Travel,68
1085,1061,2021,1664.38,0,MasterCard,City-15,Gas Station,25
1086,1038,2072,6729.39,0,Visa,City-16,Travel,63
1087,1005,2048,1151.23,1,American Express,City-27,Gas Station,48
1088,1030,2016,6697.48,1,Visa,City-3,Online Shopping,28
1089,1037,2078,8118.78,1,Visa,City-7,Gas Station,35
1090,1091,2053,3433.94,1,American Express,City-44,Gas Station,40
1091,1037,2015,7281.94,1,Visa,City-1,Travel,42
1092,1090,2016,3727.44,0,Discover,City-38,Retail,65
1093,1059,2048,4694.57,1,American Express,City-48,Travel,21
1094,1010,2074,9565.67,1,American Express,City-42,Travel,67
1095,1088,2038,5774.66,1,Visa,City-40,Restaurant,40
1096,1030,2006,5483.77,1,American Express,City-37,Retail,22
1097,1034,2067,9014.25,1,American Express,City-16,Travel,50
1098,1081,2020,7423.69,0,MasterCard,City-5,Groceries,29
1099,1076,2016,6318.93,0,American Express,City-38,Restaurant,21
1100,1085,2048,3272.07,1,Discover,City-7,Restaurant,51
1101,1026,2040,1564.43,0,Discover,City-50,Groceries,58
1102,1055,2048,6822.75,1,Discover,City-46,Online Shopping,20
1103,1015,2039,7168.48,0,Visa,City-18,Online Shopping,53
1104,1070,2038,5205.28,0,MasterCard,City-50,Retail,44
1105,1029,2063,2796.86,1,Discover,City-4,Restaurant,25
1106,1083,2004,5942.56,0,American Express,City-2,Retail,69
1107,1020,2019,8966.94,1,Discover,City-39,Gas Station,46
1108,1035,2019,2269.73,0,Discover,City-40,Online Shopping,50
1109,1019,2076,232.03,1,Discover,City-44,Restaurant,18
1110,1010,2054,4839.13,1,Visa,City-33,Restaurant,51
1111,1008,2007,3288.25,1,Visa,City-8,Retail,49
1112,1022,2040,5093.26,0,MasterCard,City-11,Restaurant,25
1113,1040,2037,4993.75,0,Visa,City-47,Online Shopping,30
1114,1077,2028,7245.53,0,Discover,City-40,Groceries,39
1115,1096,2024,4053.04,1,Discover,City-29,Restaurant,32
1116,1073,2095,9521.48,1,American Express,City-46,Restaurant,51
1117,1037,2063,3010.42,1,American Express,City-8,Gas Station,63
1118,1057,2001,8632.63,0,Visa,City-38,Retail,37
1119,1016,2016,1073.9,1,American Express,City-9,Gas Station,46
1120,1060,2071,1488.24,0,MasterCard,City-43,Travel,30
1121,1089,2045,2244.02,0,American Express,City-45,Travel,27
1122,1039,2009,7836.93,1,American Express,City-42,Travel,34
1123,1090,2006,8808.65,1,Visa,City-12,Gas Station,27
1124,1052,2054,2494.89,0,Visa,City-34,Gas Station,21
1125,1035,2062,9052.69,0,Discover,City-34,Travel,62
1126,1065,2074,9261.26,1,MasterCard,City-29,Online Shopping,40
1127,1070,2040,6976.84,0,Discover,City-20,Online Shopping,47
1128,1064,2073,5063.38,0,MasterCard,City-47,Gas Station,21
1129,1057,2058,4132.32,0,Discover,City-5,Gas Station,65
1130,1011,2044,4004.51,1,Discover,City-22,Travel,32
1131,1077,2049,5670.06,1,MasterCard,City-46,Restaurant,45
1132,1006,2061,2997.85,0,MasterCard,City-38,Retail,41
1133,1056,2093,2432.52,1,MasterCard,City-17,Retail,54
1134,1095,2078,6234.35,1,Visa,City-40,Groceries,67
1135,1042,2017,9485.43,1,Visa,City-10,Gas Station,41
1136,1078,2098,6632.19,1,MasterCard,City-23,Retail,55
1137,1033,2018,7751.91,0,MasterCard,City-17,Gas Station,29
1138,1004,2065,9261.98,0,Visa,City-41,Groceries,38
1139,1012,2082,578.46,0,American Express,City-13,Gas Station,48
1140,1030,2059,4065.19,0,Visa,City-20,Online Shopping,19
1141,1087,2098,4327.36,0,Visa,City-46,Retail,49
1142,1074,2058,4148.09,0,MasterCard,City-22,Online Shopping,64
1143,1076,2086,9783.8,0,Visa,City-3,Restaurant,29
1144,1003,2058,3344.52,0,MasterCard,City-10,Travel,68
1145,1098,2020,3710.1,0,American Express,City-26,Retail,48
1146,1087,2094,3086.99,1,Visa,City-28,Restaurant,59
1147,1035,2042,4870.33,0,Discover,City-17,Groceries,65
1148,1074,2012,9978.01,0,MasterCard,City-42,Retail,54
1149,1006,2080,9279.08,1,Discover,City-12,Retail,28
1150,1098,2086,3969.48,0,Visa,City-31,Groceries,56
1151,1097,2080,2148.15,1,Visa,City-16,Restaurant,18
1152,1023,2053,4306.76,1,Visa,City-35,Gas Station,62
1153,1061,2050,2358.76,0,American Express,City-46,Travel,34
1154,1067,2030,2439.93,0,Visa,City-28,Gas Station,63
1155,1084,2051,8047.25,1,MasterCard,City-41,Restaurant,45
1156,1057,2044,3367.75,1,American Express,City-39,Groceries,65
1157,1036,2070,5983.84,0,Visa,City-26,Gas Station,54
1158,1024,2006,5938.53,0,Discover,City-28,Travel,65
1159,1075,2086,8533.45,0,American Express,City-18,Groceries,57
1160,1056,2057,1015.59,0,Visa,City-36,Gas Station,52
1161,1082,2095,832.28,0,Visa,City-5,Travel,66
1162,1063,2036,7376.93,1,Discover,City-6,Retail,69
1163,1012,2083,1508.96,0,American Express,City-3,Restaurant,22
1164,1061,2012,4291.14,0,Discover,City-22,Retail,22
1165,1045,2022,8966.85,0,Visa,City-5,Restaurant,64
1166,1053,2091,9344.4,1,Visa,City-50,Online Shopping,46
1167,1043,2004,7937.96,0,Discover,City-11,Groceries,27
1168,1042,2074,6976.86,0,Visa,City-37,Restaurant,23
1169,1086,2081,1527.36,0,Discover,City-41,Online Shopping,59
1170,1014,2099,523.06,1,American Express,City-47,Gas Station,32
1171,1021,2091,4717.37,0,American Express,City-9,Online Shopping,48
1172,1043,2040,336.52,0,Discover,City-45,Travel,21
1173,1053,2072,2921.32,0,Discover,City-30,Travel,29
1174,1089,2083,8437.36,1,Discover,City-10,Groceries,62
1175,1064,2016,6790.61,0,MasterCard,City-18,Restaurant,45
1176,1037,2083,9181.65,1,Visa,City-13,Online Shopping,64
1177,1085,2072,7002.84,1,MasterCard,City-2,Groceries,22
1178,1052,2011,6663.92,0,American Express,City-48,Groceries,42
1179,1098,2025,884.33,1,Visa,City-28,Online Shopping,49
1180,1071,2080,1660.56,1,Discover,City-32,Travel,23
1181,1005,2070,3104.58,1,Visa,City-31,Groceries,42
1182,1059,2074,1008.71,0,American Express,City-32,Online Shopping,62
1183,1012,2097,9963.19,1,American Express,City-40,Groceries,48
1184,1041,2007,832.63,1,Visa,City-34,Groceries,29
1185,1033,2073,404.74,0,MasterCard,City-15,Retail,70
1186,1042,2067,12.13,1,Visa,City-43,Gas Station,49
1187,1015,2025,9226.29,1,Visa,City-25,Travel,21
1188,1099,2097,7897.53,0,Visa,City-30,Gas Station,27
1189,1052,2061,8971.59,1,Visa,City-30,Retail,27
1190,1066,2065,8243.67,1,American Express,City-33,Groceries,64
1191,1001,2003,4908.7,1,American Express,City-5,Restaurant,36
1192,1085,2016,2680.63,1,Discover,City-1,Restaurant,23
1193,1070,2085,2921.37,1,Discover,City-32,Restaurant,20
1194,1060,2069,8370.13,1,Discover,City-1,Restaurant,68
1195,1053,2024,726.12,1,Discover,City-33,Online Shopping,28
1196,1007,2003,6131.24,0,Discover,City-45,Travel,44
1197,1025,2036,1394.77,1,Discover,City-9,Gas Station,28
1198,1067,2027,4628.74,1,Visa,City-17,Restaurant,24
1199,1047,2032,8525.43,0,American Express,City-4,Groceries,19
1200,1080,2091,1582.37,1,MasterCard,City-33,Groceries,52
1201,1097,2075,7762.99,1,American Express,City-40,Retail,31
1202,1064,2057,5153.77,1,Discover,City-15,Travel,18
1203,1081,2011,4969.19,1,Visa,City-41,Retail,53
1204,1057,2069,2245.68,0,Visa,City-23,Gas Station,31
1205,1098,2078,2844.13,1,Discover,City-6,Restaurant,29
1206,1007,2042,3940.0,1,Visa,City-46,Restaurant,19
1207,1027,2052,3393.19,0,MasterCard,City-45,Gas Station,66
1208,1035,2076,1636.44,1,Visa,City-15,Online Shopping,68
1209,1071,2006,4731.88,1,Discover,City-13,Gas Station,55
1210,1017,2063,4530.56,1,Discover,City-48,Online Shopping,23
1211,1037,2003,9517.53,1,American Express,City-49,Retail,37
1212,1057,2044,3070.92,1,American Express,City-7,Online Shopping,63
1213,1090,2056,6538.36,0,Visa,City-23,Online Shopping,32
1214,1063,2024,8148.23,1,Discover,City-30,Travel,58
1215,1016,2054,4185.52,0,Discover,City-37,Travel,25
1216,1004,2004,9305.67,1,Visa,City-12,Groceries,54
1217,1081,2068,7944.63,0,MasterCard,City-4,Retail,33
1218,1078,2041,8472.76,1,MasterCard,City-36,Online Shopping,52
1219,1031,2049,6665.89,1,MasterCard,City-12,Gas Station,69
1220,1091,2033,2113.37,0,Visa,City-43,Retail,34
1221,1021,2012,4618.25,1,American Express,City-16,Gas Station,22
1222,1040,2015,7035.31,1,American Express,City-28,Gas Station,68
1223,1071,2013,377.61,0,MasterCard,City-25,Retail,39
1224,1002,2070,596.89,1,American Express,City-6,Travel,69
1225,1071,2022,8752.66,1,Discover,City-46,Travel,33
1226,1053,2037,1485.32,1,MasterCard,City-25,Gas Station,23
1227,1012,2019,9982.27,1,Discover,City-42,Gas Station,61
1228,1029,2024,1269.84,0,Discover,City-11,Travel,22
1229,1015,2033,7230.47,0,MasterCard,City-2,Travel,63
1230,1060,2099,2831.93,0,American Express,City-6,Travel,51
1231,1016,2012,3333.95,1,MasterCard,City-29,Gas Station,56
1232,1083,2020,3206.3,1,MasterCard,City-10,Restaurant,28
1233,1020,2040,2400.15,1,Visa,City-38,Online Shopping,32
1234,1064,2053,4821.15,1,American Express,City-21,Online Shopping,21
1235,1092,2087,4104.71,0,MasterCard,City-47,Online Shopping,48
1236,1038,2022,9299.43,1,American Express,City-8,Retail,70
1237,1066,2008,6686.01,0,Discover,City-44,Online Shopping,32
1238,1091,2079,6719.69,0,MasterCard,City-9,Retail,23
1239,1035,2042,7296.51,1,American Express,City-25,Gas Station,32
1240,1054,2024,3032.43,0,Discover,City-42,Gas Station,55
1241,1062,2004,7094.02,1,MasterCard,City-26,Restaurant,47
1242,1061,2092,8956.94,1,Discover,City-4,Retail,27
1243,1032,2008,6565.25,0,MasterCard,City-44,Retail,54
1244,1059,2039,3648.45,1,MasterCard,City-36,Retail,52
1245,1071,2050,3914.03,1,MasterCard,City-27,Groceries,51
1246,1019,2013,3457.41,0,American Express,City-38,Travel,48
1247,1050,2041,498.63,1,Discover,City-28,Restaurant,70
1248,1025,2019,8412.8,0,Visa,City-50,Online Shopping,29
1249,1077,2053,8038.24,1,MasterCard,City-8,Travel,51
1250,1066,2042,3901.7,1,American Express,City-6,Groceries,46
1251,1096,2034,8127.06,0,Visa,City-2,Restaurant,47
1252,1018,2049,4640.4,1,MasterCard,City-36,Online Shopping,22
1253,1009,2016,9665.86,0,Discover,City-18,Travel,31
1254,1036,2007,7839.41,0,Discover,City-1,Online Shopping,65
1255,1099,2026,8627.12,1,MasterCard,City-44,Groceries,20
1256,1054,2031,4501.63,1,American Express,City-16,Retail,37
1257,1044,2097,8159.65,1,Discover,City-40,Retail,27
1258,1065,2077,7455.36,0,American Express,City-2,Travel,32
1259,1035,2076,7076.77,0,American Express,City-48,Travel,50
1260,1001,2031,6587.46,0,American Express,City-37,Gas Station,48
1261,1037,2064,9581.07,1,MasterCard,City-12,Retail,60
1262,1093,2066,7517.63,0,Discover,City-43,Groceries,43
1263,1039,2097,8682.66,1,MasterCard,City-42,Gas Station,50
1264,1076,2065,1847.78,0,MasterCard,City-43,Retail,19
1265,1075,2050,8693.05,0,American Express,City-31,Restaurant,65
1266,1085,2015,1650.15,0,Discover,City-26,Online Shopping,55
1267,1063,2035,2513.5,1,American Express,City-31,Gas Station,18
1268,1020,2008,941.23,1,MasterCard,City-14,Travel,18
1269,1058,2041,8756.45,0,MasterCard,City-49,Restaurant,65
1270,1069,2060,3352.22,1,Visa,City-27,Restaurant,48
1271,1062,2071,429.83,0,Discover,City-2,Retail,70
1272,1045,2053,1412.01,1,Discover,City-50,Retail,61
1273,1043,2009,5132.72,1,Discover,City-34,Retail,65
1274,1071,2062,4958.62,1,MasterCard,City-27,Restaurant,47
1275,1098,2004,2785.84,0,MasterCard,City-15,Restaurant,57
1276,1070,2053,2030.53,0,Discover,City-14,Restaurant,45
1277,1049,2082,1813.32,0,MasterCard,City-14,Retail,36
1278,1059,2030,394.11,0,American Express,City-38,Restaurant,28
1279,1042,2003,102.16,1,MasterCard,City-39,Online Shopping,63
1280,1025,2035,3613.67,0,MasterCard,City-42,Online Shopping,47
